FLAG,BHID,FROM,TO,HOLE_TYP,DEPTH,VEIN,RE,RE_OLD,DRE,DDDRE,MINE,YEAR,PV,PV_OLD,PL,PL_OLD,EQ,EQ_OLD,ZN,PB,AG,EQ_DDH
,10101303795,2,2.4,1,4.4,vrp722,1,1,1,5,San Cristobal,22_23,0.572223477,0.394987355,20.7811064,17.52265574,36.316417,44.3625739,14.6842,1.3433,25.8012,36.316417
,DDHUSC22123,185.0181818,185.6818182,1,204.4,vrp722,1,3,3,1,San Cristobal,22_23,0.693994968,0.773019817,1.119788074,12.00240103,1.613539182,15.52664081,0.500836364,0.463345455,0.863027273,1.613539182
,10101282231,2.505,3.095,1,4.3,vrp722,1,2,2,1,San Cristobal,22_23,1.052747131,0.921699066,47.34999739,72.95174554,44.97756015,79.14920198,25.847675,2.939305,20.75485,44.97756015
,10101315976,1.8,2.8,1,3.7,vrp722,1,3,3,1,San Cristobal,22_23,0.942539487,0.717300809,31.96301642,9.205111879,33.911594,12.83298689,22.7206,3.3305,10.2451,33.911594
,10101302671,2.078947368,2.821052632,1,4.2,vrp722,1,2,2,1,San Cristobal,22_23,1.878743733,0.761354132,87.49708084,29.47975155,46.57212121,38.72015702,36.07597895,2.730478947,10.07189474,46.57212121
,10101313506,2.473333333,3.026666667,1,4,vrp722,1,3,3,1,San Cristobal,22_23,1.062652551,0.550173299,31.44763036,11.51600685,29.5935208,20.93159894,25.10902,1.4359,3.98622,29.5935208
,DDHUSC23113,97.47142857,97.82857143,1,126.6,vrp722,1,3,3,1,San Cristobal,22_23,0.692177216,0.474015642,27.567731,6.489067556,39.827562,13.68956419,13.98814286,4.682828571,27.19542857,39.827562
,10101278669,1.3,1.6,1,4.3,vrp722,1,1,1,5,San Cristobal,22_23,0.340057486,0.479781545,0.416401752,22.09491889,1.224504,46.05204001,0.9606,0.0748,0.246,1.224504
,10101263780,1.11,1.69,1,3.5,vrp722,1,1,1,5,San Cristobal,22_23,0.450816705,0.691101357,65.98899494,28.35342324,146.3765522,41.02643261,30.53268,17.46923,126.07277,146.3765522
,10101287928,2.65,3.15,1,3.4,vrp722,1,2,2,1,San Cristobal,22_23,1.052747131,0.921699066,88.75350177,72.95174554,84.306572,79.14920198,53.0442,11.4145,26.1353,84.306572
,10101314335,1.54,2.06,1,3.8,vrp722,1,3,3,1,San Cristobal,22_23,1.062652551,0.550173299,15.74129241,11.51600685,14.8132072,20.93159894,11.217,1.17056,3.17416,14.8132072
,10101302650,1.913636364,2.686363636,1,4.8,vrp722,1,2,2,1,San Cristobal,22_23,1.878743733,0.761354132,220.1954611,29.47975155,117.2035639,38.72015702,46.7107,5.963836364,82.21075455,117.2035639
,10101278679,0,0.3,1,4.5,vrp722,1,1,1,5,San Cristobal,22_23,0.340057486,0.479781545,0.18663137,22.09491889,0.548823,46.05204001,0.2991,0.0858,0.2151,0.548823
,10101315939,2,2.9,1,4.2,vrp722,1,3,3,1,San Cristobal,22_23,0.695226942,0.721933838,22.49321396,9.327702743,32.353772,12.92043987,20.5987,2.974,11.3788,32.353772
,10101304503,3.2,4.2,1,5.8,vrp722,1,1,1,5,San Cristobal,22_23,0.619571155,0.35442275,0.135394265,15.37766743,0.218529,43.3879242,0.03,0.02,0.2151,0.218529
,10101263799,1.3,1.9,1,4.6,vrp722,1,1,1,5,San Cristobal,22_23,0.486929148,0.588707137,1.056503806,34.21015211,2.169728,58.11064612,0.2107,0.1816,2.266,2.169728
,10101287949,2.15,2.45,1,3.7,vrp722,1,2,2,1,San Cristobal,22_23,0.962881716,0.892333596,65.402211,63.18288469,67.9234115,70.80634977,39.3992,8.2789,26.36055,67.9234115
,10101314347,2.99375,3.60625,1,4.1,vrp722,1,3,3,1,San Cristobal,22_23,1.248976994,0.574840807,25.20542689,16.06221933,20.18085763,27.94203046,14.8714,1.95388125,4.42069375,20.18085763
,10101315971,1.55,1.85,1,3.7,vrp722,1,3,3,1,San Cristobal,22_23,0.695226942,0.721933838,20.59305166,9.327702743,29.620618,12.92043987,19.455,2.39805,10.04485,29.620618
,10101278690,0.6,1,1,4,vrp722,1,1,1,5,San Cristobal,22_23,0.439435005,0.43247888,0.429757767,23.92624922,0.977978,55.32350905,0.7715,0.0393,0.2151,0.977978
,10101287963,1.223076923,1.676923077,1,4,vrp722,1,2,2,1,San Cristobal,22_23,0.962881716,0.892333596,120.8727244,63.18288469,125.5322668,70.80634977,47.68843846,6.904161538,90.40880769,125.5322668
,10101263129,0,0.5,1,3.7,vrp722,1,1,1,5,San Cristobal,22_23,0.486929148,0.588707137,1.130265781,34.21015211,2.321212,58.11064612,1.5721,0.3343,0.5547,2.321212
,10101314330,3.091666667,3.708333333,1,4,vrp722,1,3,3,1,San Cristobal,22_23,1.248976994,0.574840807,52.79542241,16.06221933,42.27093267,27.94203046,35.217825,0.58865,8.235016667,42.27093267
,DDHUSC22175,203.35,204.15,1,224.6,vrp722,1,3,3,1,San Cristobal,22_23,0.778996358,0.862736262,0.541736658,11.40670037,0.695429,13.22153812,0.5069,0.02,0.2151,0.695429
,10101315968,1.5,2.3,1,4.1,vrp722,1,3,3,1,San Cristobal,22_23,0.657616532,0.719563679,29.0419447,9.244075416,44.162431,12.8467788,20.7408,5.2204,23.5021,44.162431
,10101314313,3.330769231,3.769230769,1,4.8,vrp722,1,3,3,1,San Cristobal,22_23,1.36731963,0.616872004,69.38164368,23.08150554,50.74281254,37.41700934,35.09787692,3.464023077,15.72581538,50.74281254
,10101287975,1.591666667,2.208333333,1,4.1,vrp722,1,2,2,1,San Cristobal,22_23,1.07373888,0.86625959,96.13212564,62.93134964,89.53026425,72.64721844,39.49023333,9.26935,52.42979167,89.53026425
,10101303059,2.191666667,2.608333333,1,3.8,vrp722,1,2,2,1,San Cristobal,22_23,1.345480866,0.76255455,73.24909196,41.99504904,54.44082767,55.07153426,39.78731667,3.479375,14.452775,54.44082767
,10101263192,1.2,2.8,1,5,vrp722,1,1,1,5,San Cristobal,22_23,0.612528206,0.681638393,1.172880034,45.29976409,1.914818,66.45717808,1.1846,0.2095,0.6777,1.914818
,10101278695,2.5,3.3,1,4,vrp722,1,1,1,5,San Cristobal,22_23,0.587907522,0.441027723,37.87180149,23.3836485,64.417957,53.02081313,33.9689,9.0512,27.8879,64.417957
,10101287981,1.772727273,2.327272727,1,4.2,vrp722,1,2,2,1,San Cristobal,22_23,1.07373888,0.86625959,141.4796185,62.93134964,131.7635239,72.64721844,46.46279091,15.32334545,89.93673636,131.7635239
,10101314301,1.76,2.54,1,4.2,vrp722,1,3,3,1,San Cristobal,22_23,1.36731963,0.616872004,54.17964136,23.08150554,39.6247082,37.41700934,28.34632,3.3917,10.28368,39.6247082
,10101288005,1.872727273,2.427272727,1,4,vrp722,1,2,2,1,San Cristobal,22_23,1.07142752,0.85368811,93.60861767,66.45892388,87.36812891,77.84918533,36.22287273,7.822609091,55.53193636,87.36812891
,10101313435,1.044444444,1.655555556,1,3.9,vrp722,1,3,3,1,San Cristobal,22_23,2.432888238,0.65639025,51.59914799,33.67441019,21.20900878,51.30242287,16.93051852,1.031092593,4.201992593,21.20900878
,10101308606,2.317647059,2.782352941,1,3.9,vrp722,1,2,2,1,San Cristobal,22_23,1.367922008,0.761352223,43.128806,39.14900557,31.52870247,51.42036022,19.28087059,1.196929412,14.09454118,31.52870247
,10101279260,4.722222222,5.177777778,1,5.4,vrp722,1,1,1,5,San Cristobal,22_23,0.477413137,0.411672919,14.79835935,18.29714525,30.99696722,44.44583162,18.04944444,2.162044444,13.84407778,30.99696722
,10101315901,3.2,4.1,1,4.1,vrp722,1,3,3,1,San Cristobal,22_23,0.61281686,0.71709466,3.533054044,9.792967304,5.765269,13.65644992,4.7629,0.3291,0.8814,5.765269
,10101288018,2.091666667,2.708333333,1,3.4,vrp722,1,2,2,1,San Cristobal,22_23,1.07142752,0.85368811,78.90598987,66.45892388,73.64566283,77.84918533,37.62081667,6.627466667,37.79911667,73.64566283
,10101266561,3.322222222,3.777777778,1,4,vrp722,1,1,1,5,San Cristobal,22_23,0.651189156,0.572989517,38.63685391,36.19145098,59.33276611,63.16250105,29.54964444,5.392744444,31.35173333,59.33276611
,10101313263,3.8,4.2,1,4.2,vrp722,1,3,3,1,San Cristobal,22_23,0.61281686,0.71709466,0.849318206,9.792967304,1.385925,13.65644992,1.107,0.1172,0.2151,1.385925
,10101303087,2.20625,2.79375,1,3.9,vrp722,1,2,2,1,San Cristobal,22_23,1.367922008,0.761352223,21.82934976,39.14900557,15.95803681,51.42036022,5.94701875,0.37789375,12.2273125,15.95803681
,10101288035,2.04,2.56,1,3.7,vrp722,1,2,2,1,San Cristobal,22_23,0.973757174,0.847291183,91.23800346,65.16621043,93.6968742,76.911234,54.39,1.35472,48.16074,93.6968742
,10101313418,1.763157895,3.036842105,1,4.3,vrp722,1,3,3,1,San Cristobal,22_23,2.749722054,0.678668755,35.49505922,34.56354022,12.90859895,50.9284389,9.138226316,0.665336842,3.989378947,12.90859895
,10101313244,3.5,3.8,1,3.8,vrp722,1,3,3,1,San Cristobal,22_23,0.468185219,0.707690152,2.041348886,9.802576358,4.360131,13.85150879,1.9919,0.0895,2.8924,4.360131
,10101308632,2,2.6,1,4.3,vrp722,1,2,2,1,San Cristobal,22_23,1.143336312,0.759154012,49.68384866,39.04691817,43.455148,51.43477813,34.4877,2.7887,8.0683,43.455148
,10101262671,2.5875,3.0125,1,4.7,vrp722,1,1,1,5,San Cristobal,22_23,0.530931229,0.457378123,44.81709176,22.53190244,84.41223525,49.26318365,31.8443375,8.0511875,57.0636625,84.41223525
,10101313218,1.4,2.2,1,3.3,vrp722,1,3,3,1,San Cristobal,22_23,0.468185219,0.707690152,4.085964301,9.802576358,8.727239,13.85150879,1.9902,0.0756,8.4389,8.727239
,DDHUSC22105,93.79444444,94.25555556,1,111.75,vrp722,1,2,2,1,San Cristobal,22_23,1.073723002,0.787767072,53.25400455,47.48794291,49.59752604,60.28170583,41.75104074,1.683811111,7.950051852,49.59752604
,10101313406,2.396969697,3.703030303,1,4.7,vrp722,1,3,3,1,San Cristobal,22_23,2.749722054,0.678668755,27.61054592,34.56354022,10.04121339,50.9284389,6.640727273,0.354990909,3.886512121,10.04121339
,DDHUSC22151,170.8,171.3,1,181.15,vrp722,1,3,3,1,San Cristobal,22_23,0.388093803,0.7513978,0.531509987,9.659267692,1.36954,12.85506518,0.6814,0.0692,0.7896,1.36954
,10101279321,2.4,2.8,1,5.5,vrp722,1,1,1,5,San Cristobal,22_23,0.375148793,0.331135893,3.557535255,10.32506298,9.482998,31.18074239,5.2982,1.7392,3.2498,9.482998
,10101313178,1.8,2.4,1,3.6,vrp722,1,3,3,1,San Cristobal,22_23,0.468185219,0.707690152,11.48885514,9.802576358,24.539124,13.85150879,20.9854,0.6353,3.7505,24.539124
,DDHUSC22138,148.24,148.76,1,178.4,vrp722,1,3,3,1,San Cristobal,22_23,0.565805598,0.6257029,17.34290143,9.579394983,30.6516964,15.30981394,7.8745,0.39034,28.37238,30.6516964
,10101308645,2.368421053,3.531578947,1,3.9,vrp722,1,2,2,1,San Cristobal,22_23,1.399268168,0.756032363,89.00230671,39.50318163,63.60632563,52.25064902,43.52725789,5.583157895,18.84396316,63.60632563
,10101311488,2.657692308,3.942307692,1,4.6,vrp722,1,3,3,1,San Cristobal,22_23,2.136678004,0.696681455,13.95486741,35.2110458,6.531104538,50.54109818,4.70825,0.162792308,2.115769231,6.531104538
,10101267576,1,1.4,1,3.8,vrp722,1,1,1,5,San Cristobal,22_23,0.353436174,0.318025618,1.574780111,10.27055856,4.455628,32.29475226,2.3007,0.2819,2.3959,4.455628
,10101308659,2.39375,3.20625,1,3.6,vrp722,1,2,2,1,San Cristobal,22_23,1.399268168,0.756032363,64.02691759,39.50318163,45.75743169,52.25064902,32.288675,2.6997,13.87093125,45.75743169
,10101311473,2.323809524,3.376190476,1,3.9,vrp722,1,3,3,1,San Cristobal,22_23,2.136678004,0.696681455,14.05397383,35.2110458,6.577487952,50.54109818,3.003909524,0.418204762,4.0312,6.577487952
,10101311829,1.81,2.39,1,3.4,vrp722,1,3,3,1,San Cristobal,22_23,0.679015865,0.700161067,11.4948962,10.63155477,16.9287594,15.18444151,10.16988,0.99147,7.38837,16.9287594
,DDHUSC22112,129.0545455,129.6454545,1,143.85,vrp722,1,3,3,1,San Cristobal,22_23,0.752623655,0.547391524,26.12800892,12.0990289,34.71590182,22.10306219,28.33986364,0.906590909,7.003681818,34.71590182
,10101279378,1.01,1.59,1,4,vrp722,1,1,1,5,San Cristobal,22_23,0.4785723,0.291657423,14.8209026,8.041533477,30.9689938,27.57184572,12.54524,2.94392,19.85558,30.9689938
,10101288080,1.35,1.85,1,3.7,vrp722,1,2,2,1,San Cristobal,22_23,0.978085554,0.721808402,102.6229096,41.4911179,104.922222,57.48217641,31.8443,2.7238,89.2972,104.922222
,10101279398,0.9,1.5,1,5.1,vrp722,1,1,1,5,San Cristobal,22_23,0.602408785,0.312647009,4.705510204,9.304096829,7.811158,29.75911028,6.7611,0.2042,1.0888,7.811158
,10101311461,1.547368421,2.352631579,1,3.8,vrp722,1,3,3,1,San Cristobal,22_23,1.77104461,0.709502762,47.32573922,35.91357272,26.72193516,50.61794628,14.32041579,1.482821053,13.95252632,26.72193516
,10101313116,2.023076923,2.476923077,1,4,vrp722,1,3,3,1,San Cristobal,22_23,0.881408287,0.687647788,16.92176657,10.13239295,19.19855623,14.73485865,14.21803846,0.377892308,5.859592308,19.19855623
,10101267589,2.8,3.1,1,3.9,vrp722,1,1,1,5,San Cristobal,22_23,0.361824978,0.368393818,3.858900292,12.98512379,10.665102,35.24794161,8.5402,0.8642,1.6724,10.665102
,10101310553,0.820833333,1.579166667,1,3.6,vrp722,1,3,3,1,San Cristobal,22_23,1.77104461,0.709502762,21.01789832,35.91357272,11.86751492,50.61794628,8.064516667,1.205766667,3.394475,11.86751492
,10101307723,2.263636364,2.636363636,1,3.5,vrp722,1,3,3,1,San Cristobal,22_23,1.100529703,0.741468512,10.27023783,39.92416425,9.332086,53.84471975,5.387818182,0.293318182,4.647445455,9.332086
,DDHUSC22147,173.7357143,174.2142857,1,185.9,vrp722,1,3,3,1,San Cristobal,22_23,0.82833343,0.767211816,7.592082617,9.413405002,9.165491029,12.26962985,5.230962857,0.371677143,4.542871429,9.165491029
,10101310544,1.796,2.504,1,4,vrp722,1,3,3,1,San Cristobal,22_23,1.290429871,0.71502886,6.016529705,36.12042031,4.66242284,50.51603133,3.138584,0.261388,1.6212,4.66242284
,10101308685,2.44,2.96,1,3.8,vrp722,1,3,3,1,San Cristobal,22_23,0.78811667,0.718197002,28.09379916,32.61534844,35.6467516,45.41281622,20.9154,2.24428,16.00528,35.6467516
,10101282110,2.268421053,3.431578947,1,4.8,vrp722,1,1,1,5,San Cristobal,22_23,0.569946002,0.308006929,15.7185768,12.16406869,27.57906316,39.49284113,17.88293158,2.288594737,9.579415789,27.57906316
,10101314231,3.55,3.85,1,4.3,vrp722,1,3,3,1,San Cristobal,22_23,0.638734527,0.671176127,6.314862316,9.604116042,9.886521,14.30938268,6.48795,0.7352,3.4365,9.886521
,10101288757,2.342857143,3.057142857,1,3.7,vrp722,1,2,2,1,San Cristobal,22_23,1.153649464,0.641889544,36.37136178,32.82355091,31.52722114,51.13582427,25.41148571,1.3287,6.177271429,31.52722114
,10101313860,1.5,2.2,1,4,vrp722,1,3,3,1,San Cristobal,22_23,1.290429871,0.71502886,30.8296536,36.12042031,23.890995,50.51603133,16.4166,2.8686,6.0843,23.890995
,10101308691,2,2.9,1,3.6,vrp722,1,3,3,1,San Cristobal,22_23,0.78811667,0.718197002,61.40776221,32.61534844,77.917096,45.41281622,38.2925,3.9958,45.4538,77.917096
,10101314217,3.3,3.6,1,4,vrp722,1,3,3,1,San Cristobal,22_23,0.638734527,0.671176127,2.76100728,9.604116042,4.322621,14.30938268,3.2078,0.0331,1.3722,4.322621
,10101282131,1.5,2.2,1,3.3,vrp722,1,1,1,5,San Cristobal,22_23,0.41095929,0.402385545,5.175116228,14.44500522,12.592771,35.8984198,11.4143,0.2767,1.166,12.592771
,10101288775,2.542105263,3.357894737,1,4.7,vrp722,1,2,2,1,San Cristobal,22_23,1.039364428,0.665160977,31.9241405,30.49392432,30.71505974,45.84442773,19.04374211,3.327526316,10.85660526,30.71505974
,10101313843,2.4,2.8,1,3.7,vrp722,1,3,3,1,San Cristobal,22_23,0.533523044,0.709652825,13.12647819,34.3558313,24.603395,48.41216731,10.5362,1.8874,15.5847,24.603395
,10101308703,2.8,3.2,1,4,vrp722,1,3,3,1,San Cristobal,22_23,0.514829346,0.686082865,52.05385718,30.7834711,101.108955,44.86844469,39.1531,17.7955,57.476,101.108955
,10101288601,1.222222222,1.677777778,1,4.1,vrp722,1,2,2,1,San Cristobal,22_23,1.039364428,0.665160977,76.80727113,30.49392432,73.89830656,45.84442773,42.19748889,9.766566667,28.63026667,73.89830656
,10101284771,1.9,2.3,1,5.6,vrp722,1,1,1,5,San Cristobal,22_23,0.41095929,0.402385545,11.35341326,14.44500522,27.626613,35.8984198,19.0179,1.2076,9.4755,27.626613
,10101313824,2.95,3.25,1,3.7,vrp722,1,3,3,1,San Cristobal,22_23,0.533523044,0.709652825,6.90043286,34.3558313,12.933711,48.41216731,3.74595,1.02405,10.42455,12.933711
,10101263290,1.3,1.7,1,4.5,vrp722,1,1,1,5,San Cristobal,22_23,0.407316821,0.286597224,2.986046949,12.46395183,7.331018,43.48943674,4.5313,0.5764,2.8654,7.331018
,10101288607,2.1,2.7,1,4.4,vrp722,1,2,2,1,San Cristobal,22_23,0.979226626,0.786432813,25.96425029,28.63114257,26.5150575,36.40634279,23.243,0.33685,3.7453,26.5150575
,10101311764,1.8,2.3,1,3.1,vrp722,1,3,3,1,San Cristobal,22_23,0.403437547,0.639640384,3.155940639,14.16618449,7.822625,22.14710772,6.0618,0.0451,2.1758,7.822625
,10101300258,2.664285714,3.135714286,1,3.9,vrp722,1,2,2,1,San Cristobal,22_23,0.979226626,0.786432813,39.33297462,28.63114257,40.16738679,36.40634279,26.17921429,2.984492857,14.19315714,40.16738679
,10101308724,2.5,3,1,4.1,vrp722,1,3,3,1,San Cristobal,22_23,0.407988219,0.672123267,22.43709219,21.55752428,54.994461,32.07376583,42.5156,2.461,12.8989,54.994461
,DDHUSC22107,106.85,107.4,1,117,vrp722,1,3,3,1,San Cristobal,22_23,0.493552673,0.675335892,0.556119358,18.66380591,1.126768,27.63633049,0.6686,0.0878,0.4766,1.126768
,10101311411,1.9,2.3,1,3.5,vrp722,1,3,3,1,San Cristobal,22_23,0.455597837,0.700725737,8.641779781,32.17978661,18.968,45.92351174,17.0327,0.4895,1.8735,18.968
,DDHUSC22132,169.63,169.97,1,203.45,vrp722,1,3,3,1,San Cristobal,22_23,0.593379247,0.699916664,32.09762158,8.985341564,54.0929292,12.83773059,7.53734,0.76351,58.03231,54.0929292
,10101259917,2,2.5,1,4,vrp722,1,1,1,5,San Cristobal,22_23,0.742310483,0.899805206,96.93238521,38.72904815,130.581997,43.04159156,46.9868,15.6172,87.4319,130.581997
,10101300270,2.922222222,3.377777778,1,3.6,vrp722,1,2,2,1,San Cristobal,22_23,0.890748328,0.779152222,61.01108857,20.29279659,68.49419378,26.04471374,47.43798889,6.681277778,18.78812222,68.49419378
,DDHUSC22110,133.8933333,134.4066667,1,151.2,vrp722,1,3,3,1,San Cristobal,22_23,0.993981022,0.549212839,28.58045586,17.7526208,28.75352267,32.32375419,23.83646,0.663806667,5.442686667,28.75352267
,10101300801,2.7,3.1,1,3.9,vrp722,1,2,2,1,San Cristobal,22_23,0.890748328,0.779152222,15.17414049,20.29279659,17.0352725,26.04471374,11.31305,1.2785,5.73825,17.0352725
,10101314081,3.671428571,4.028571429,1,4.2,vrp722,1,3,3,1,San Cristobal,22_23,0.476401792,0.619093898,5.442059702,13.01044947,11.42325614,21.01530883,6.748657143,1.245457143,4.451042857,11.42325614
,DDHUSC22141,144.05,144.35,1,167.3,vrp722,1,3,3,1,San Cristobal,22_23,0.336402679,0.549491765,9.567191605,12.85848471,28.439701,23.40068683,8.8289,1.6099,22.9286,28.439701
,10101308734,3.2,3.5,1,4.3,vrp722,1,3,3,1,San Cristobal,22_23,0.440138582,0.669251225,2.721892695,17.05862002,6.184172,25.48911288,3.5461,0.2716,3.0196,6.184172
,10101282161,0.8,1.1,1,4.2,vrp722,1,1,1,5,San Cristobal,22_23,0.42185705,0.858516459,4.833922827,31.02550029,11.458675,36.13850376,6.875,0.8646,4.7843,11.458675
,10101300812,1.895,2.905,1,3.8,vrp722,1,2,2,1,San Cristobal,22_23,0.890748328,0.779152222,9.952343314,20.29279659,11.17301375,26.04471374,9.5363,0.538185,1.43823,11.17301375
,10101265841,3.2,4,1,4.9,vrp722,1,1,1,5,San Cristobal,22_23,0.742310483,0.899805206,104.6895179,38.72904815,141.031981,43.04159156,50.527,4.9407,108.747,141.031981
,10101312989,3.8,4.2,1,4.2,vrp722,1,3,3,1,San Cristobal,22_23,0.414322368,0.596974593,41.65641794,11.97740171,100.541079,20.0635033,35.9918,17.3577,61.2742,100.541079
,10101300824,3.161111111,3.838888889,1,4.4,vrp722,1,2,2,1,San Cristobal,22_23,0.919137018,0.814491277,19.57595562,24.74126846,21.29819083,30.37634553,13.2509,1.777466667,8.093983333,21.29819083
,10101282173,2.5,3,1,4.9,vrp722,1,1,1,5,San Cristobal,22_23,0.361845005,0.921224014,3.952325157,16.16369629,10.922702,17.54589117,8.343533333,0.6371,2.514766667,10.922702
,10101307787,2.6,3,1,3.9,vrp722,1,3,3,1,San Cristobal,22_23,0.597075868,0.664864875,11.1505632,13.75913319,18.675287,20.6946309,15.3446,0.5302,3.5919,18.675287
,10101310784,3,3.3,1,4.3,vrp722,1,3,3,1,San Cristobal,22_23,0.510698466,0.643329884,9.8067353,17.77347142,19.202594,27.62730576,15.59,0.9136,3.4974,19.202594
,10101267627,3.125,3.675,1,4.2,vrp722,1,1,1,5,San Cristobal,22_23,0.961611002,1.172798632,66.61355464,50.17485934,69.27287075,42.78216054,24.11425,8.9952,46.573525,69.27287075
,10101312874,1.3,1.7,1,3.6,vrp722,1,3,3,1,San Cristobal,22_23,0.414322368,0.596974593,23.22723347,11.97740171,56.060776,20.0635033,23.208,10.4652,29.266,56.060776
,10101300837,2.8875,3.3125,1,3.8,vrp722,1,2,2,1,San Cristobal,22_23,0.919137018,0.814491277,22.71788883,24.74126846,24.71654213,30.37634553,20.2038125,0.4372,5.1976375,24.71654213
,10101307798,2.3,2.8,1,4.1,vrp722,1,3,3,1,San Cristobal,22_23,0.597075868,0.664864875,3.243642519,13.75913319,5.432546667,20.6946309,4.3704,0.428233333,0.840366667,5.432546667
,10101265930,1.5,1.8,1,4.6,vrp722,1,1,1,5,San Cristobal,22_23,0.961611002,1.172798632,7.108930501,50.17485934,7.39273,42.78216054,3.5494,1.2537,3.3891,7.39273
,10101311390,2.42,3.08,1,3.5,vrp722,1,3,3,1,San Cristobal,22_23,0.510698466,0.643329884,1.380972266,17.77347142,2.7040854,27.62730576,1.9059,0.40618,0.5322,2.7040854
,10101300863,1.6,2,1,3.7,vrp722,1,2,2,1,San Cristobal,22_23,0.515259393,0.819788243,14.52593002,40.84502009,28.19149,49.82386662,21.6602,1.718,6.245,28.19149
,10101265935,2.7,3.1,1,4.6,vrp722,1,1,1,5,San Cristobal,22_23,0.702674396,1.081073926,0.355589783,28.76216422,0.506052,26.60517799,0.2479,0.0292,0.2924,0.506052
,10101312858,0.3,0.7,1,3.6,vrp722,1,3,3,1,San Cristobal,22_23,0.445840869,0.56890182,11.04205387,11.82599948,24.766805,20.78741723,20.0116,1.0662,4.7641,24.766805
,10101307402,3,3.6,1,4.4,vrp722,1,3,3,1,San Cristobal,22_23,0.680117658,0.664531802,28.75049405,15.3190603,42.272824,23.05241111,34.0612,1.8038,8.271,42.272824
,10101311378,1.6,2,1,3.7,vrp722,1,3,3,1,San Cristobal,22_23,0.593987881,0.619382087,14.9643955,14.61733686,25.193099,23.59987019,20.9024,1.5324,3.6273,25.193099
,10101311374,1.8,2.1,1,3.6,vrp722,1,3,3,1,San Cristobal,22_23,0.593987881,0.619382087,6.886895671,14.61733686,11.594337,23.59987019,9.3133,1.0907,1.6034,11.594337
,10101300879,0.9,1.6,1,3.4,vrp722,1,2,2,1,San Cristobal,22_23,0.624559315,0.729616631,5.487930254,27.23007217,8.786884,37.32106837,5.0259,1.6959,2.7643,8.786884
,10101307412,2.84,3.36,1,4.5,vrp722,1,3,3,1,San Cristobal,22_23,0.694489238,0.65452701,29.70211978,19.29024649,42.7682938,29.47204042,33.37172,2.14664,9.36734,42.7682938
,10101314030,0.718181818,1.381818182,1,3.4,vrp722,1,3,3,1,San Cristobal,22_23,0.652005185,0.54496634,22.96006624,11.73601777,35.21454545,21.53530759,19.55736364,3.054936364,16.2229,35.21454545
,10101265953,2.4,2.7,1,4.5,vrp722,1,1,1,5,San Cristobal,22_23,0.345259885,0.455019039,3.940142409,9.785563755,11.412106,21.50583365,10.6234,0.2887,0.6585,11.412106
,10101300896,2,2.5,1,3.3,vrp722,1,2,2,1,San Cristobal,22_23,0.794685608,0.722069455,8.289712059,34.90901763,10.431436,48.34578916,6.8013,1.7183,2.5723,10.431436
,10101310423,1.7,2.1,1,4,vrp722,1,3,3,1,San Cristobal,22_23,0.415731558,0.607799231,2.404252925,11.90865574,5.783186,19.59307468,4.0175,0.6695,1.4469,5.783186
,10101314014,1.4,2.8,1,3.8,vrp722,1,3,3,1,San Cristobal,22_23,0.652005185,0.54496634,0.767583537,11.73601777,1.177266,21.53530759,0.9507,0.0609,0.2151,1.177266
,10101300917,2.793333333,3.706666667,1,4,vrp722,1,2,2,1,San Cristobal,22_23,1.159490759,0.651031553,31.90169871,39.39005835,27.51354287,60.50406952,11.95651333,6.5803,11.94601333,27.51354287
,DDHUSC22159,215.0483333,215.8516667,1,241.2,vrp722,2,3,9,2,San Cristobal,22_23,0.72023541,1.00501143,15.72128232,10.50651639,21.8279775,10.45412627,13.32255667,4.223596667,5.794273333,21.8279775
,10101300932,2.455,3.545,1,4.6,vrp722,1,2,2,1,San Cristobal,22_23,1.159490759,0.651031553,45.97076761,39.39005835,39.6473773,60.50406952,15.75534,5.46824,23.80579,39.6473773
,10101256216,2.9,4.4,1,4.4,vrp722,1,1,1,5,San Cristobal,22_23,0.590447272,0.474205319,0.21373896,9.867645011,0.361995,20.8088029,0.1584,0.0362,0.2151,0.361995
,10101311421,1.4,1.7,1,3.3,vrp722,1,3,3,1,San Cristobal,22_23,0.306892647,0.564761873,6.222795617,14.81135073,20.276783,26.22583331,17.6809,0.6615,2.5072,20.276783
,10101312419,2.2,2.9,1,3.9,vrp722,1,3,3,1,San Cristobal,22_23,0.793563706,0.481656178,21.56452949,10.89436159,27.174289,22.61854428,20.8339,1.9869,5.6868,27.174289
,10101307428,2.6,2.9,1,4,vrp722,1,3,3,1,San Cristobal,22_23,0.405634336,0.628766408,9.37732478,22.94078793,23.11768,36.4853905,15.6876,0.9399,8.2987,23.11768
,10101311429,2,2.3,1,4,vrp722,1,3,3,1,San Cristobal,22_23,0.306892647,0.564761873,2.231189953,14.81135073,7.270262,26.22583331,5.0039,1.439,1.1748,7.270262
,10101311652,2,3,1,4.1,vrp722,1,3,3,1,San Cristobal,22_23,0.793563706,0.481656178,48.5216656,10.89436159,61.144008,22.61854428,47.6287,3.661,12.7982,61.144008
,DDHUSC22108,133.9138889,134.3861111,1,142.6,vrp722,1,3,3,1,San Cristobal,22_23,0.65388506,0.486470944,44.30900424,20.59623403,67.76268022,42.33805588,44.87860556,6.564177778,21.23973333,67.76268022
